"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","fails closed when the required migration bundle has no SQL files","orderedMigrationFiles","2026-07-17","passed","2026-07-17","","","",""
"","2","parses numeric decimal prices as well as strings","ProductMapper","2026-07-17","passed","2026-07-17","","","",""
"","0","moves human approval through applying to applied","HermesEvent lifecycle transitions","2026-07-17","passed","2026-07-17","","","",""
"","2","finalizes the listing via the injected finalizer and defers the event to it","PublishListingHandler","2026-07-17","passed","2026-07-17","","","",""
"","4","creates an atomic durable pair for a new mismatched import before a target category is selected","MarketplaceImportService","2026-07-17","passed","2026-07-17","","","",""
"","1","keeps pending and not-yet-synced provider states internally consistent","ListingDetailsPage presentation","2026-07-17","passed","2026-07-17","","","",""
"","1","does not retry already-authorized relists when a later quota decision blocks","ApproveHermesEventUseCase","2026-07-17","passed","2026-07-17","","","",""
"","2","fails closed for malformed executable concurrent DDL","concurrent migration SQL parsing","2026-07-17","passed","2026-07-17","","","",""
"","1","rejects invalid terminal-state transitions","HermesEvent lifecycle transitions","2026-07-17","passed","2026-07-17","","","",""
"","2","rejects a missing production mode: """"","resolveDatabaseSslMode","2026-07-17","passed","2026-07-17","","","",""
"","7","throws MarketplaceNotImplementedError for unregistered keys","MarketplaceAdapterFactory","2026-07-17","passed","2026-07-17","","","",""
"","1","rejects a description longer than 2000 chars","Product invariants","2026-07-17","passed","2026-07-17","","","",""
"","1","rejects a description shorter than 20 chars","Product invariants","2026-07-17","passed","2026-07-17","","","",""
"","2","populates every required AppDeps field","buildContainer (composition root)","2026-07-17","passed","2026-07-17","","","",""
"","1","preserves blank imported cost prices through edit submission","productFormModel below-cost pricing","2026-07-17","passed","2026-07-17","","","",""
"","2","enables a local connection only after a matching authoritative check","ProductWizardForm authoritative marketplace readiness","2026-07-17","passed","2026-07-17","","","",""
"","0","creates a valid price event as pending_review by default","HermesEvent creation invariants","2026-07-17","passed","2026-07-17","","","",""
"","1","removes schedules for disconnected marketplaces even when mode is hourly","MarketplaceSyncScheduler","2026-07-17","passed","2026-07-17","","","",""
"","1","falls back to the product brand for unknown routes","canonical MarketDesk shell contract","2026-07-17","passed","2026-07-17","","","",""
"","5","enforces workspace byte and file quotas before writing another image","FilesystemProductImageStorage","2026-07-17","passed","2026-07-17","","","",""
"","1","generateTitle falls back to the product name on empty model output","HermesAI (IAIProvider)","2026-07-17","passed","2026-07-17","","","",""
"","3","moves active styling when Notifications becomes the selected section","SettingsPage shell navigation","2026-07-17","passed","2026-07-17","","","",""
"","16","refuses real publish when only the broad category map is available","OLXAdapter","2026-07-17","passed","2026-07-17","","","",""
"","2","rejects invalid mode require","resolveDatabaseSslMode","2026-07-17","passed","2026-07-17","","","",""
"","2","sets and reads operator quota without permitting consumed to decrease in-cycle","OlxPublicationQuotaService","2026-07-17","passed","2026-07-17","","","",""
"","1","shows Development when release metadata is absent: undefined","resolveApplicationVersion","2026-07-17","passed","2026-07-17","","","",""
"","7","GET /marketplaces/:idB -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-17","passed","2026-07-17","","","",""
"","1","fails closed for unterminated strings","concurrent migration SQL parsing","2026-07-17","passed","2026-07-17","","","",""
"","8","classifies missing configuration as a configuration error","OlxOAuthClient","2026-07-17","passed","2026-07-17","","","",""
"","1","rejects malformed migration DB port 65536","migrationPoolConfig","2026-07-17","passed","2026-07-17","","","",""
"","9","rejects quota override when reason is too long","Presentation API","2026-07-17","passed","2026-07-17","","listings","",""
"","2","allows already imported adverts with partial remote data to be refreshed","MarketplaceImportService","2026-07-17","passed","2026-07-17","","","",""
"","1","warns and falls back to stub when only SMTP_URL is set (no silent delivery)","createEmailProvider factory (C3)","2026-07-17","passed","2026-07-17","","","",""
"","2","rejects sellingPrice below costPrice without explicit confirmation","Product invariants","2026-07-17","passed","2026-07-17","","","",""
"","1","shows only pending Hermes recommendations for the current product","ListingDetailsPage presentation","2026-07-17","passed","2026-07-17","","","",""
