"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","PATCH /workspaces/:idB operates on the caller OWN workspace, not B","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-18","passed","2026-07-18","","","",""
"","4","imports eligible selected adverts locally without provider mutations and records provenance","MarketplaceImportService","2026-07-18","passed","2026-07-18","","","",""
"","1","is true for critical competitor price detections","HermesEvent requiresHumanReview","2026-07-18","passed","2026-07-18","","","",""
"","5","returns a safe 413 envelope before buffering an oversized image","product image upload HTTP contract","2026-07-18","passed","2026-07-18","","","",""
"","3","returns canonical HTTPS OLX external URLs","presentListing","2026-07-18","passed","2026-07-18","","","",""
"","11","writes an opaque image below a hashed workspace directory","FilesystemProductImageStorage","2026-07-18","passed","2026-07-18","","","",""
"","1","auto-applies normal suggestions","HermesDecisionEngine.determineAutonomy","2026-07-18","passed","2026-07-18","","full_auto","",""
"","4","propagates a Hermes-run failure through the job handler (C2)","buildContainer (composition root)","2026-07-18","passed","2026-07-18","","","",""
"","11","fails closed for a cross-workspace trigger listing","ProductCategorySyncService","2026-07-18","passed","2026-07-18","","","",""
"","1","maps a synced OLX ad without metrics as unavailable rather than zero","OLXAdapter","2026-07-18","passed","2026-07-18","","","",""
"","1","rejects flat taxonomy with conflicting target leaf claims","OlxTaxonomyResolver","2026-07-18","passed","2026-07-18","","","",""
"","2","shows an honest fallback when application information cannot be loaded","SettingsPage shell navigation","2026-07-18","passed","2026-07-18","","","",""
"","5","sends through the injected transport, applying the default from address","EmailProvider","2026-07-18","passed","2026-07-18","","","",""
"","2","documents manual mode as explicit-action only and removes schedules","MarketplaceSyncScheduler","2026-07-18","passed","2026-07-18","","","",""
"","1","rejects marketplaces outside the requested workspace before enqueueing","SyncMarketplaceUseCase","2026-07-18","passed","2026-07-18","","","",""
