"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","treats repeated reconciled statuses as idempotent","SyncMarketplaceHandler","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects invalid configured value -1","positiveInt","2026-07-16","passed","2026-07-16","","","",""
"","0","maps a disconnected marketplace with null lastSync","MarketplaceMapper","2026-07-16","passed","2026-07-16","","","",""
"","12","creates the allegro adapter with a matching key","MarketplaceAdapterFactory","2026-07-16","passed","2026-07-16","","","",""
"","1","returns a newer durable listing generation without inserting a stale operation","PublishAttemptRepository","2026-07-16","passed","2026-07-16","","","",""
"","15","rejects a non-explicit quota override at the HTTP boundary","Presentation API","2026-07-16","passed","2026-07-16","","listings","",""
"","0","rejects a negative selling price","Product invariants","2026-07-16","passed","2026-07-16","","","",""
"","3","auto-applies a safe info suggestion under full_auto and persists events","HermesDecisionEngine.run","2026-07-16","passed","2026-07-16","","","",""
"","2","requires confirmation when cost becomes higher than selling price","Product price / description updates","2026-07-16","passed","2026-07-16","","","",""
"","13","DELETE /products/:idB -> 404 (no delete)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-16","passed","2026-07-16","","","",""
"","11","returns publish preview without publishing or enqueueing","Presentation API","2026-07-16","passed","2026-07-16","","listings","",""
"","2","serializes concurrent writes so quota checks cannot race in one app process","FilesystemProductImageStorage","2026-07-16","passed","2026-07-16","","","",""
"","11","returns the §18 paginated envelope on list","Presentation API","2026-07-16","passed","2026-07-16","","products","",""
"","1","rejects non-UUID image ids before touching storage","ProductImageUploadService","2026-07-16","passed","2026-07-16","","","",""
"","1","uses a stable product-detail identity for dynamic product routes","canonical MarketDesk shell contract","2026-07-16","passed","2026-07-16","","","",""
"","3","does not rotate app credentials when account token clearing fails","MarketplaceOAuthService","2026-07-16","passed","2026-07-16","","","",""
"","1","persists failed when automatic application throws","HermesDecisionEngine guardrails (C1 / AMENDMENT FIX #5)","2026-07-16","passed","2026-07-16","","","",""
"","2","rejects a MIME type that does not match the decoded format","ProductImageUploadService","2026-07-16","passed","2026-07-16","","","",""
"","2","propagates a Hermes-run failure through the job handler (C2)","buildContainer (composition root)","2026-07-16","passed","2026-07-16","","","",""
"","1","stores the provider result before local finalization resumes","PublishAttemptRepository","2026-07-16","passed","2026-07-16","","","",""
"","15","uses recognizable OLX branding and readable status labels","MarketplaceCard","2026-07-16","passed","2026-07-16","","","",""
"","1","keeps actorId when present and null metadata becomes undefined","ActivityLogMapper","2026-07-16","passed","2026-07-16","","","",""
"","2","preserves sanitized provider validation details for a 400 response","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","97","cleans up provisioned workspace and marketplace if user creation fails","Presentation API","2026-07-16","passed","2026-07-16","","auth","",""
"","2","allows already imported adverts with partial remote data to be refreshed","MarketplaceImportService","2026-07-16","passed","2026-07-16","","","",""
"","3","clears stored credentials when disconnecting","MarketplaceOAuthService","2026-07-16","passed","2026-07-16","","","",""
"","1","blocks live OLX create-listing POST unless explicitly enabled: https://api.olx.pl/v1/user/ads","FetchMarketplaceHttpClient","2026-07-16","passed","2026-07-16","","","",""
"","1","maps OLX Partner API images arrays from owned advert responses","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","1","omits unsafe external URL https://evil.example/phishing","presentListing","2026-07-16","passed","2026-07-16","","","",""
"","50","renders product title and SKU before marketplace metadata","ListingsTable product identity","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects an invalid cycleEndsAt date","OlxPublicationQuotaService","2026-07-16","passed","2026-07-16","","","",""
"","10","returns a durable image record and uses the authenticated workspace","product image upload HTTP contract","2026-07-16","passed","2026-07-16","","","",""
"","3","enforces workspace byte and file quotas before writing another image","FilesystemProductImageStorage","2026-07-16","passed","2026-07-16","","","",""
"","1","maps OLX remote status expired to local status expired","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","10","supports dryRun on the publish endpoint without publishing","Presentation API","2026-07-16","passed","2026-07-16","","listings","",""
"","2","dismisses pending review and pending decision events only","HermesEvent lifecycle transitions","2026-07-16","passed","2026-07-16","","","",""
"","17","accepts the provider callback without a bearer token and returns the API envelope","Presentation API","2026-07-16","passed","2026-07-16","","marketplace OAuth","",""
"","1","queues marketplace updates for approved descriptions on live listings","ApproveHermesEventUseCase","2026-07-16","passed","2026-07-16","","","",""
"","1","sends via the injected client and returns the message id","TelegramBot","2026-07-16","passed","2026-07-16","","","",""
"","2","falls back to an isolated session draft when browser storage is unavailable","product wizard draft persistence","2026-07-16","passed","2026-07-16","","","",""
"","13","rejects unsupported or signature-mismatched image data","product image upload HTTP contract","2026-07-16","passed","2026-07-16","","","",""
"","1","parses numeric decimal prices as well as strings","ProductMapper","2026-07-16","passed","2026-07-16","","","",""
"","12","creates a draft OLX listing for a product","Presentation API","2026-07-16","passed","2026-07-16","","products","",""
"","1","enables only connections reported as connected by the API","ProductWizardForm marketplace options","2026-07-16","passed","2026-07-16","","","",""
"","2","maps / to the contextual title Dashboard","canonical MarketDesk shell contract","2026-07-16","passed","2026-07-16","","","",""
"","1","treats invalid OLX counter value boolean as unavailable","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects approving an event that is not pending_review","ApproveHermesEventUseCase","2026-07-16","passed","2026-07-16","","","",""
"","2","retries retryable rate-limit failures then succeeds (idempotent updateListing)","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","1","round-trips a Marketplace and Listing, and finds expiring listings","PostgreSQL repositories (integration)","2026-07-16","passed","2026-07-16","","","",""
"","4","throws MarketplaceNotImplementedError for unregistered keys","MarketplaceAdapterFactory","2026-07-16","passed","2026-07-16","","","",""
"","1","blocks Marketplace while connections are loading or unavailable","ProductWizardForm required-step validation","2026-07-16","passed","2026-07-16","","","",""
"","5","fails closed when the configured key is missing or malformed","AesGcmCredentialVault","2026-07-16","passed","2026-07-16","","","",""
"","2","warns and falls back to stub when only SMTP_URL is set (no silent delivery)","createEmailProvider factory (C3)","2026-07-16","passed","2026-07-16","","","",""
"","5","maps columns, Money and child collections","ProductMapper","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects invalid currency codes","Money","2026-07-16","passed","2026-07-16","","","",""
"","2","short-circuits a replay before locking or consuming quota","OlxPublicationQuotaRepository","2026-07-16","passed","2026-07-16","","","",""
"","4","uses the marketplace account access token for real OLX publish jobs","PublishListingHandler","2026-07-16","passed","2026-07-16","","","",""
"","2","wires the optional ports (price history + id generator)","buildContainer (composition root)","2026-07-16","passed","2026-07-16","","","",""
"","1","creates the ebay adapter with a matching key","MarketplaceAdapterFactory","2026-07-16","passed","2026-07-16","","","",""
"","69","does not render a detached metrics legend below populated rows","ListingsTable layout","2026-07-16","passed","2026-07-16","","","",""
"","32","relist rejects a sold product (invariant enforced) (C6)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-16","passed","2026-07-16","","","",""
"","6","builds a read-only preview using account-scoped OLX credentials","MarketplaceImportService","2026-07-16","passed","2026-07-16","","","",""
"","2","accepts equal-to-cost update boundaries without confirmation","Product price / description updates","2026-07-16","passed","2026-07-16","","","",""
"","16","approves a pending Hermes event and applies the change (verify applied)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-16","passed","2026-07-16","","","",""
"","0","multiplies by a scalar","Money","2026-07-16","passed","2026-07-16","","","",""
"","57","records marketplace error when OLX credentials are unavailable","SyncMarketplaceHandler","2026-07-16","passed","2026-07-16","","","",""
"","17","resolves the adapter by key and returns its sync results","SyncMarketplaceHandler","2026-07-16","passed","2026-07-16","","","",""
"","1","can route a guarded automatic decision to human review","HermesEvent lifecycle transitions","2026-07-16","passed","2026-07-16","","","",""
"","1","coerces string timestamps to Date","AuthUserMapper","2026-07-16","passed","2026-07-16","","","",""
"","2","rejects an invalid cycleStartedAt date","OlxPublicationQuota","2026-07-16","passed","2026-07-16","","","",""
"","1","requires a category before leaving Category","ProductWizardForm required-step validation","2026-07-16","passed","2026-07-16","","","",""
"","4","refreshes changed listing and product fields with account provenance","MarketplaceImportService","2026-07-16","passed","2026-07-16","","","",""
"","4","exposes accessible From and To date controls","AnalyticsDateRangeControls","2026-07-16","passed","2026-07-16","","","",""
"","2","auto-applies a within-guardrail price change under full_auto","HermesDecisionEngine guardrails (C1 / AMENDMENT FIX #5)","2026-07-16","passed","2026-07-16","","","",""
"","4","adds default headers and serializes JSON requests","FetchMarketplaceHttpClient","2026-07-16","passed","2026-07-16","","","",""
"","7","posts OpenAI-compatible chat completions to Hermes API Server","HermesCompletionClient","2026-07-16","passed","2026-07-16","","","",""
"","1","bounds account quota history in SQL","OlxPublicationQuotaRepository","2026-07-16","passed","2026-07-16","","","",""
"","3","enriches product-detail listing rows with product title and SKU","ListingApplicationService","2026-07-16","passed","2026-07-16","","","",""
"","2","throws when the secret is unset","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-16","passed","2026-07-16","","production","",""
"","1","does not treat wildcard config as a credentialed wildcard origin","createCorsOptions","2026-07-16","passed","2026-07-16","","","",""
"","13","generates a review-only AI product draft from a title","Presentation API","2026-07-16","passed","2026-07-16","","products","",""
"","1","generateTitle falls back to the product name on empty model output","HermesAI (IAIProvider)","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects an invalid verifiedAt date","OlxPublicationQuotaService","2026-07-16","passed","2026-07-16","","","",""
"","0","allows the explicit leave decision and clean navigation","product wizard navigation guard","2026-07-16","passed","2026-07-16","","","",""
"","4","keeps unsupported realtime visible but disabled if returned by the API","MarketplaceCard","2026-07-16","passed","2026-07-16","","","",""
"","1","is true for price drops greater than 20%","HermesEvent requiresHumanReview","2026-07-16","passed","2026-07-16","","","",""
"","8","returns publish preview warnings without publishing invalid listings","Presentation API","2026-07-16","passed","2026-07-16","","listings","",""
"","1","throws when the secret is an empty string","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-16","passed","2026-07-16","","production","",""
"","2","rejects a blank override reason ("" "")","OlxPublicationQuotaService","2026-07-16","passed","2026-07-16","","","",""
"","2","preserves configured price negotiability on updates","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","2","sends everything to pending_review","HermesDecisionEngine.determineAutonomy","2026-07-16","passed","2026-07-16","","suggest_only","",""
"","1","fails closed without enqueueing when the OLX quota service is unavailable","PublishListingUseCase","2026-07-16","passed","2026-07-16","","","",""
"","2","rejects wildcard-only CORS_ORIGIN in production","createCorsOptions","2026-07-16","passed","2026-07-16","","","",""
"","6","is false for small price drops","HermesEvent requiresHumanReview","2026-07-16","passed","2026-07-16","","","",""
"","5","persists fetched stats onto listings and records the marketplace sync (C5)","SyncMarketplaceHandler","2026-07-16","passed","2026-07-16","","","",""
"","1","denies origins outside the allowlist","createCorsOptions","2026-07-16","passed","2026-07-16","","","",""
"","1","maps a synced OLX ad without metrics as unavailable rather than zero","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects marketplaces outside the requested workspace before enqueueing","SyncMarketplaceUseCase","2026-07-16","passed","2026-07-16","","","",""
"","3","discovers owned OLX adverts through paginated read-only list calls","OLXAdapter","2026-07-16","passed","2026-07-16","","","",""
"","2","allows only an explicit operation-scoped override and audits its reason","OlxPublicationQuotaService","2026-07-16","passed","2026-07-16","","","",""
"","2","exchanges an authorization code using a form-encoded token request","OlxOAuthClient","2026-07-16","passed","2026-07-16","","","",""
"","9","applies a pending price change: updates product, records history and marks applied","ApproveHermesEventUseCase","2026-07-16","passed","2026-07-16","","","",""
"","10","POST /listings/:idB/publish -> 404 (no cross-tenant publish)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-16","passed","2026-07-16","","","",""
"","4","reconciles terminal remote lifecycle statuses and emits one transition event","SyncMarketplaceHandler","2026-07-16","passed","2026-07-16","","","",""
"","1","rejects an invalid cycleEndsAt date","OlxPublicationQuota","2026-07-16","passed","2026-07-16","","","",""
"","1","maps /products to the contextual title Products","canonical MarketDesk shell contract","2026-07-16","passed","2026-07-16","","","",""
"","1","maps an entry, converting null actorId to undefined","ActivityLogMapper","2026-07-16","passed","2026-07-16","","","",""
"","17","PATCH /listings/:idB (price) -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-16","passed","2026-07-16","","","",""
"","1","uses SETEX when a positive TTL is supplied","RedisCache","2026-07-16","passed","2026-07-16","","","",""
