"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","treats invalid OLX counter value decimal string as unavailable","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","does not advertise overrides for unknown accounts or OLX subcategories","OlxPublicationQuotaService","2026-07-22","passed","2026-07-22","","","",""
"","2","enriches product-detail listing rows with product title and SKU","ListingApplicationService","2026-07-22","passed","2026-07-22","","","",""
"","4","rejects unsupported and oversized image data through distinct validation paths","ProductImageUploadService","2026-07-22","passed","2026-07-22","","","",""
"","4","searches tags before pagination and returns the real total","ProductApplicationService catalogue search","2026-07-22","passed","2026-07-22","","","",""
"","23","persists failed when an application dependency throws","ApproveHermesEventUseCase","2026-07-22","passed","2026-07-22","","","",""
"","1","moves keyboard selection in both directions and wraps at the result boundaries","global command palette","2026-07-22","passed","2026-07-22","","","",""
"","2","maps /products to the contextual title Products","canonical MarketDesk shell contract","2026-07-22","passed","2026-07-22","","","",""
"","7","does not expose quota override eligibility when another publish blocker exists","Presentation API","2026-07-22","passed","2026-07-22","","listings","",""
"","13","requires authentication and literal destructive confirmation for standalone listing delist","Presentation API","2026-07-22","passed","2026-07-22","","hermes","",""
"","0","maps OLX remote status limited to local status live","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects invalid repository patch 1","normalizeWorkspacePatch","2026-07-22","passed","2026-07-22","","","",""
"","3","keeps unsupported realtime visible but disabled if returned by the API","MarketplaceCard","2026-07-22","passed","2026-07-22","","","",""
"","2","requires at least one photo before leaving Photos","ProductWizardForm required-step validation","2026-07-22","passed","2026-07-22","","","",""
"","2","returns actionable fix items without attempting taxonomy when the OAuth account is disconnected","ProductRecheckService","2026-07-22","passed","2026-07-22","","","",""
"","25","repairs mixed and negative signed histories after migration 038 and is replay-safe","analytics views baseline migration (PostgreSQL integration)","2026-07-22","passed","2026-07-22","","","",""
"","1","returns a clearly-marked dev-only value when unset","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-22","passed","2026-07-22","","development","",""
"","1","is true for critical competitor price detections","HermesEvent requiresHumanReview","2026-07-22","passed","2026-07-22","","","",""
"","20","keeps exact category identity and the low-confidence blocker visible in publish review","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","1","allows same-origin/server-to-server requests with no Origin header","createCorsOptions","2026-07-22","passed","2026-07-22","","","",""
"","5","enforces workspace byte and file quotas before writing another image","FilesystemProductImageStorage","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects invalid repository patch 4","normalizeWorkspacePatch","2026-07-22","passed","2026-07-22","","","",""
"","1","auto-applies normal suggestions","HermesDecisionEngine.determineAutonomy","2026-07-22","passed","2026-07-22","","full_auto","",""
"","2","does not treat wildcard config as a credentialed wildcard origin","createCorsOptions","2026-07-22","passed","2026-07-22","","","",""
"","26","rejects a blank override reason ("""")","OlxPublicationQuotaService","2026-07-22","passed","2026-07-22","","","",""
"","2","records a marketplace sync error and rethrows when the adapter fails (C5)","SyncMarketplaceHandler","2026-07-22","passed","2026-07-22","","","",""
"","21","POST /listings/:idB/publish -> 404 (no cross-tenant publish)","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-22","passed","2026-07-22","","","",""
"","1","is false for small price drops","HermesEvent requiresHumanReview","2026-07-22","passed","2026-07-22","","","",""
"","6","maps concurrent duplicate listing persistence to a conflict response","Presentation API","2026-07-22","passed","2026-07-22","","products","",""
"","1","maps OLX remote status deactivated to local status expired","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","3","keeps non-OLX sync on the existing generic adapter path","SyncMarketplaceHandler","2026-07-22","passed","2026-07-22","","","",""
"","1","blocks unknown leaf category metadata","evaluateOlxCategory","2026-07-22","passed","2026-07-22","","","",""
"","2","preserves sanitized provider validation details for a 400 response","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","8","does not infer OLX quota risk from a marketplace display name","ListingsTable destructive delist action","2026-07-22","passed","2026-07-22","","","",""
"","1","marks only non-empty wizard state as meaningful","product wizard draft persistence","2026-07-22","passed","2026-07-22","","","",""
"","2","allows already imported adverts with partial remote data to be refreshed","MarketplaceImportService","2026-07-22","passed","2026-07-22","","","",""
"","3","uses principal-scoped routes without caller supplied workspace or user ids","settings API contract","2026-07-22","passed","2026-07-22","","","",""
"","2","rejects an empty image","ProductImageUploadService","2026-07-22","passed","2026-07-22","","","",""
"","2","redacts connection strings and configured secrets from messages","safeErrorDetails","2026-07-22","passed","2026-07-22","","","",""
"","1","records an override without consumption when no quota row exists","OlxPublicationQuotaService","2026-07-22","passed","2026-07-22","","","",""
"","2","blocks recreate until the paired delist has executed","CategoryCorrectionOperationService","2026-07-22","passed","2026-07-22","","","",""
"","5","round-trips tags containing commas without changing their identity","products catalogue export and identity helpers","2026-07-22","passed","2026-07-22","","","",""
"","15","uses English labels for the publication readiness recheck action","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","2","writes a multi-event notification patch with one UPSERT and SQL-side channel preservation","SettingsRepository SQL contracts (mocked; no PostgreSQL execution)","2026-07-22","passed","2026-07-22","","","",""
"","1","keeps pending and not-yet-synced provider states internally consistent","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","1","does NOT retry delist on a 504 gateway timeout failure (no duplicate DELETE)","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects flat taxonomy with an ancestor without an explicit leaf claim","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","0","searches Hermes event title, detail, type, and status","global command palette","2026-07-22","passed","2026-07-22","","","",""
