"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","defines undo as applied -> reverting -> reverted","HermesEvent lifecycle transitions","2026-07-22","passed","2026-07-22","","","",""
"","1","auto-applies a safe info suggestion under full_auto and persists events","HermesDecisionEngine.run","2026-07-22","passed","2026-07-22","","","",""
"","15","creates a product and returns 201 with the success envelope","Presentation API","2026-07-22","passed","2026-07-22","","products","",""
"","1","forces review when the new margin is below minMarginFloor, even under full_auto","HermesDecisionEngine guardrails (C1 / AMENDMENT FIX #5)","2026-07-22","passed","2026-07-22","","","",""
"","5","renders the unchanged current category and every exact candidate source","product category conflict review","2026-07-22","passed","2026-07-22","","","",""
"","2","builds a single-operation quota override only after explicit valid confirmation","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","5","keeps below-cost pricing as a warning instead of a validation error","productFormModel below-cost pricing","2026-07-22","passed","2026-07-22","","","",""
"","2","rejects a result if the OAuth account revision changes while checking","ProductRecheckService","2026-07-22","passed","2026-07-22","","","",""
"","2","reconstructs the production OLX parent_id breadcrumb for category 1984","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","2","requests an inclusive 30-day daily revenue range","dashboard presentation contracts","2026-07-22","passed","2026-07-22","","","",""
"","1","is immutable (frozen)","Money","2026-07-22","passed","2026-07-22","","","",""
"","24","approves a pending Hermes event and applies the change (verify applied)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-22","passed","2026-07-22","","","",""
"","1","fails closed for missing exact category metadata","PublishListingUseCase","2026-07-22","passed","2026-07-22","","","",""
"","10","returns a VALIDATION_ERROR envelope with field details on invalid create","Presentation API","2026-07-22","passed","2026-07-22","","products","",""
"","49","renders exact current/proposed categories and separate durable operations without generic Apply","CategoryRecreationReview","2026-07-22","passed","2026-07-22","","","",""
"","2","rolls back pair creation when one half conflicts with a mismatched binding","CategoryCorrectionOperationRepository","2026-07-22","passed","2026-07-22","","","",""
"","1","targets the workspace-scoped delete endpoint by opaque image id","product image API requests","2026-07-22","passed","2026-07-22","","","",""
"","1","falls back to an isolated session draft when browser storage is unavailable","product wizard draft persistence","2026-07-22","passed","2026-07-22","","","",""
"","2","normalizes names and accepts valid partial settings","normalizeWorkspacePatch","2026-07-22","passed","2026-07-22","","","",""
"","15","refuses real publish when only the broad category map is available","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","0","auto-applies normal suggestions","HermesDecisionEngine.determineAutonomy","2026-07-22","passed","2026-07-22","","full_auto","",""
"","6","creates and reads back a user (workspace-less)","AuthUserRepository / PriceHistoryRepository (integration)","2026-07-22","passed","2026-07-22","","","",""
"","2","treats date-only `to` as an inclusive calendar day and preserves global filters","parseAnalyticsRange","2026-07-22","passed","2026-07-22","","","",""
"","1","serializes two users in one workspace into distinct RTK cache entries","settings API contract","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects malformed pair descriptors before any persistence writes","CategoryCorrectionOperationRepository","2026-07-22","passed","2026-07-22","","","",""
"","5","rejects an invalid analytics query 0","parseAnalyticsRange","2026-07-22","passed","2026-07-22","","","",""
"","3","coalesces delayed operations enqueued from the same listing generation","PublishListingHandler","2026-07-22","passed","2026-07-22","","","",""
"","10","rejects duplicate listing creation for the same marketplace","Presentation API","2026-07-22","passed","2026-07-22","","products","",""
"","1","returns a confirmed remote listing to draft and clears only its active remote identity","Listing lifecycle","2026-07-22","passed","2026-07-22","","","",""
"","1","omits unsafe external URL http://www.olx.pl/d/oferta/camera-123","presentListing","2026-07-22","passed","2026-07-22","","","",""
"","1","refuses to publish to a disconnected marketplace","Listing publish rules","2026-07-22","passed","2026-07-22","","","",""
"","32","renders product title and SKU before marketplace metadata","ListingsTable product identity","2026-07-22","passed","2026-07-22","","","",""
"","1","atomically consumes a reservation only after the worker owns the publication fence","OlxPublicationQuotaRepository","2026-07-22","passed","2026-07-22","","","",""
"","10","renews the owned lease before it expires","RedisMarketplaceOAuthRefreshLock","2026-07-22","passed","2026-07-22","","","",""
"","5","reconciles terminal remote lifecycle statuses and emits one transition event","SyncMarketplaceHandler","2026-07-22","passed","2026-07-22","","","",""
"","1","keeps draft listings local-only for approved description changes","ApproveHermesEventUseCase","2026-07-22","passed","2026-07-22","","","",""
"","2","keeps custom date inputs controlled and forwards updates","AnalyticsDateRangeControls","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects approving an event that is not pending_review","ApproveHermesEventUseCase","2026-07-22","passed","2026-07-22","","","",""
"","1","releases the publication fence when the listing generation changes before provider publish","CategoryCorrectionOperationService","2026-07-22","passed","2026-07-22","","","",""
"","1","maps backend validation details to General field errors","SettingsPage shell navigation","2026-07-22","passed","2026-07-22","","","",""
"","22","relist rejects a sold product (invariant enforced) (C6)","E2E product/listing/Hermes flow (in-memory, no DB)","2026-07-22","passed","2026-07-22","","","",""
"","1","reads the version from the immutable artifact metadata file","readEmbeddedApplicationVersion","2026-07-22","passed","2026-07-22","","","",""
"","1","keeps listing-seo description approvals feedback-only","ApproveHermesEventUseCase","2026-07-22","passed","2026-07-22","","","",""
"","2","is idempotent when category identity and agreeing sources are unchanged","ProductCategorySyncService","2026-07-22","passed","2026-07-22","","","",""
"","1","coerces string timestamps to Date","AuthUserMapper","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects an empty image","ProductImageUploadService","2026-07-22","passed","2026-07-22","","","",""
"","1","returns a configured positive integer or the fallback","positiveInt","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects malformed migration DB port 5432junk","migrationPoolConfig","2026-07-22","passed","2026-07-22","","","",""
"","2","rehydrates valid category provenance and rejects malformed JSONB claims","ProductMapper","2026-07-22","passed","2026-07-22","","","",""
"","4","rejects invalid mode verify-ca","resolveDatabaseSslMode","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects a duplicate SKU with a conflict","CreateProductUseCase","2026-07-22","passed","2026-07-22","","","",""
"","1","still routes critical competitor price detections to review","HermesDecisionEngine.determineAutonomy","2026-07-22","passed","2026-07-22","","full_auto","",""
"","1","does not mark Dashboard active for unrelated routes","MarketDesk sidebar shell contract","2026-07-22","passed","2026-07-22","","","",""
"","8","enforces workspace byte and file quotas before writing another image","FilesystemProductImageStorage","2026-07-22","passed","2026-07-22","","","",""
"","1","ignores DDL-shaped text after a backslash-escaped quote in an E string","concurrent migration SQL parsing","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects flat taxonomy with an ancestor without an explicit leaf claim","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","1","locks the account row on the transaction client before fenced writes","MarketplaceAccountRepository","2026-07-22","passed","2026-07-22","","","",""
"","1","does NOT retry delist on a 5xx failure (no duplicate DELETE)","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","publishes normally when the probe reports the listing is not yet published (CR3)","PublishListingHandler","2026-07-22","passed","2026-07-22","","","",""
"","1","blocks the projector-versus-wireless-headphones mismatch","evaluateOlxCategory","2026-07-22","passed","2026-07-22","","","",""
"","1","can route a guarded automatic decision to human review","HermesEvent lifecycle transitions","2026-07-22","passed","2026-07-22","","","",""
"","1","uses plaintext when TLS is explicitly disabled","databaseSslConfig","2026-07-22","passed","2026-07-22","","","",""
"","7","returns app-authoritative OLX account status from the protected check endpoint","Presentation API","2026-07-22","passed","2026-07-22","","marketplace OAuth","",""
"","5","detects refreshed trust metadata even when the category identity is unchanged","MarketplaceImportService","2026-07-22","passed","2026-07-22","","","",""
"","1","does not use a generic taxonomy ancestor to match an electronic scale to televisions","evaluateOlxCategory","2026-07-22","passed","2026-07-22","","","",""
"","1","reconstructs a complete path from the authenticated flat taxonomy","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","1","POSTs to the SendGrid API and returns the message id; reports non-stub","SendGridHttpTransport (C3 real transport)","2026-07-22","passed","2026-07-22","","","",""
"","6","approves a pending event (happy path)","Presentation API","2026-07-22","passed","2026-07-22","","hermes","",""
"","1","maps an informational event with null proposed change and null product","EventMapper","2026-07-22","passed","2026-07-22","","","",""
"","2","rejects an invalid analytics query 3","parseAnalyticsRange","2026-07-22","passed","2026-07-22","","","",""
"","2","falls back to the marketplace listing id before showing a generic label","formatListingChartLabel","2026-07-22","passed","2026-07-22","","","",""
"","1","uses Development when the artifact metadata file is absent","readEmbeddedApplicationVersion","2026-07-22","passed","2026-07-22","","","",""
"","1","generateTitle falls back to the product name on empty model output","HermesAI (IAIProvider)","2026-07-22","passed","2026-07-22","","","",""
"","2","keeps non-OLX sync on the existing generic adapter path","SyncMarketplaceHandler","2026-07-22","passed","2026-07-22","","","",""
"","1","rejects invalid currency codes","Money","2026-07-22","passed","2026-07-22","","","",""
"","2","opens the real Hermes settings section from its deep-link hash","SettingsPage shell navigation","2026-07-22","passed","2026-07-22","","","",""
"","1","never presents a disconnected marketplace as connected","dashboard presentation contracts","2026-07-22","passed","2026-07-22","","","",""
"","1","maps OLX remote status active to local status live","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","8","PATCH /listings/:idB (price) -> 404","IDOR: workspace A cannot reach workspace B resources (S2)","2026-07-22","passed","2026-07-22","","","",""
"","3","acquires and releases the per-marketplace lock","RedisMarketplaceOAuthRefreshLock","2026-07-22","passed","2026-07-22","","","",""
"","0","rejects flat taxonomy with an unrelated node without an explicit leaf claim","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","1","treats invalid OLX counter value empty string as unavailable","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","blocks Marketplace while connections are loading or unavailable","ProductWizardForm required-step validation","2026-07-22","passed","2026-07-22","","","",""
"","2","blocks Back and cross-page navigation while a dirty wizard is open","product wizard navigation guard","2026-07-22","passed","2026-07-22","","","",""
"","10","exposes a stable, tool-free listing-seo profile and rejects unknown agents","MarketDeskAgentCatalog","2026-07-22","passed","2026-07-22","","","",""
"","1","warns and falls back to stub when only SMTP_URL is set (no silent delivery)","createEmailProvider factory (C3)","2026-07-22","passed","2026-07-22","","","",""
"","3","returns an empty price history for an unknown listing","AuthUserRepository / PriceHistoryRepository (integration)","2026-07-22","passed","2026-07-22","","","",""
"","1","returns a real configured secret unchanged","resolveJwtSecret (S1 fail-closed JWT secret)","2026-07-22","passed","2026-07-22","","development","",""
"","7","validates empty photo-first AI product draft requests","Presentation API","2026-07-22","passed","2026-07-22","","products","",""
"","1","delegates publishing to the injected broker","EventPublisher (IEventPublisher)","2026-07-22","passed","2026-07-22","","","",""
"","207","renders the hero, real Configure deep link contract, tabs, and compact filters","HermesActivityPage dashboard","2026-07-22","passed","2026-07-22","","","",""
"","1","requires at least one photo before leaving Photos","ProductWizardForm required-step validation","2026-07-22","passed","2026-07-22","","","",""
"","1","does not invent a production version from malformed metadata: v0.10.0","resolveApplicationVersion","2026-07-22","passed","2026-07-22","","","",""
"","113","renders an accessible typed icon, product context, View link, and supported review actions","HermesEventCard activity presentation","2026-07-22","passed","2026-07-22","","","",""
"","2","rejects malformed migration DB port 65536","migrationPoolConfig","2026-07-22","passed","2026-07-22","","","",""
"","1","detects expiry from a past expiresAt","Listing lifecycle","2026-07-22","passed","2026-07-22","","","",""
"","1","does not serialize arbitrary properties or non-Error values","safeErrorDetails","2026-07-22","passed","2026-07-22","","","",""
"","5","creates deterministic source-aware normalized recommendation fingerprints","MarketDeskAgentCatalog","2026-07-22","passed","2026-07-22","","","",""
"","1","deletes a key","RedisCache","2026-07-22","passed","2026-07-22","","","",""
"","33","records marketplace error when OLX credentials are unavailable","SyncMarketplaceHandler","2026-07-22","passed","2026-07-22","","","",""
"","19","rejects incomplete direct breadcrumb: a one-segment array","OlxTaxonomyResolver","2026-07-22","passed","2026-07-22","","","",""
"","2","rejects a disabled live publish during preparation before transport request","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","1","does NOT retry delist on a 504 gateway timeout failure (no duplicate DELETE)","OLXAdapter","2026-07-22","passed","2026-07-22","","","",""
"","7","throws (never claims delivered) on a non-2xx SendGrid response","SendGridHttpTransport (C3 real transport)","2026-07-22","passed","2026-07-22","","","",""
"","5","rejects a reconnect that races token resolution before any remote read","MarketplaceImportService","2026-07-22","passed","2026-07-22","","","",""
"","0","routes non-safe types to review","HermesDecisionEngine.determineAutonomy","2026-07-22","passed","2026-07-22","","balanced","",""
"","1","blocks stale quota without an override","OlxPublicationQuotaService","2026-07-22","passed","2026-07-22","","","",""
"","16","requests and executes a standalone delist, preserving audit identity while returning the listing to draft","CategoryCorrectionOperationService","2026-07-22","passed","2026-07-22","","","",""
"","2","applies simultaneous price decreases when selling drops below the old cost","UpdateProductUseCase","2026-07-22","passed","2026-07-22","","","",""
"","1","uses review-only product-scoped success copy for analysis results","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","1","persists a cost-price-only update through the repository boundary","UpdateProductUseCase","2026-07-22","passed","2026-07-22","","","",""
"","7","stores a fully decoded image/jpeg image in the authenticated workspace","ProductImageUploadService","2026-07-22","passed","2026-07-22","","","",""
"","1","creates the vinted adapter with a matching key","MarketplaceAdapterFactory","2026-07-22","passed","2026-07-22","","","",""
"","1","fails closed when quota evaluation receives an invalid current date","OlxPublicationQuotaService","2026-07-22","passed","2026-07-22","","","",""
"","1","centers the full-size preview without stretching it across both axes","ListingDetailsPage presentation","2026-07-22","passed","2026-07-22","","","",""
"","1","blocks recreate until the paired delist has executed","CategoryCorrectionOperationService","2026-07-22","passed","2026-07-22","","","",""
"","1","uses the shared database query when no client is injected","AnalyticsEventRepository","2026-07-22","passed","2026-07-22","","","",""
